tool,strain,length,flag,position,threshold,cov,n
breakdancer,A_J,346987,TN,21534485,1000,2,7
breakdancer,A_J,3240,TN,24283776,1000,2,7
breakdancer,A_J,359283,TN,27133479,1000,2,7
breakdancer,A_J,204785,TN,27497871,1000,2,7
breakdancer,A_J,167147,TN,32209606,1000,2,7
breakdancer,A_J,155436,TN,34223998,1000,2,7
breakdancer,A_J,22173,TN,37595291,1000,2,7
breakdancer,A_J,174214,TN,37624486,1000,2,7
breakdancer,A_J,12870,TN,44613201,1000,2,7
breakdancer,A_J,14259,TN,52971307,1000,2,7
breakdancer,A_J,97287,TN,59224976,1000,2,7
breakdancer,A_J,31151,TN,60024984,1000,2,7
breakdancer,A_J,17952,TN,22159293,100,2,6
breakdancer,A_J,70737,TN,22651681,100,2,6
breakdancer,A_J,237040,TN,28242467,100,2,6
breakdancer,A_J,46881,TN,44171661,100,2,6
breakdancer,A_J,97529,TN,59224794,100,2,6
breakdancer,A_J,18856,TN,59999860,100,2,6
breakdancer,A_J,311850,TN,15527571,100,2,8
breakdancer,A_J,22636,TN,21953471,100,2,8
breakdancer,A_J,70602,TN,22651747,100,2,8
breakdancer,A_J,3483,TN,24283644,100,2,8
breakdancer,A_J,13953,TN,43005060,100,2,8
breakdancer,A_J,12978,TN,44613074,100,2,8
breakdancer,A_J,4214,TN,47158953,100,2,8
breakdancer,A_J,414863,TN,52309680,100,2,8
breakdancer,A_J,14260,TN,52971307,100,2,8
breakdancer,A_J,18899,TN,59999847,100,2,8
breakdancer,A_J,31269,TN,60024962,100,2,8
breakdancer,A_J,37937,TN,60309623,100,2,8
breakdancer,A_J,7969,TN,59213903,10,2,1
breakdancer,A_J,155566,TN,34223998,10,2,2
breakdancer,A_J,1424,TN,60642339,10,2,2
breakdancer,A_J,46881,TN,44171661,10,2,3
breakdancer,A_J,15290,TN,50892395,10,2,3
breakdancer,A_J,46881,TN,44171661,10,2,6
breakdancer,A_J,35505,TN,4310402,100,32,2
breakdancer,A_J,42258,TN,4346053,100,32,2
breakdancer,A_J,201973,TN,4428400,100,32,2
breakdancer,A_J,75460,TN,4820132,100,32,2
breakdancer,A_J,29158,TN,5406823,100,32,2
breakdancer,A_J,10760,TN,9161772,100,32,2
breakdancer,A_J,18784,TN,9483347,100,32,2
breakdancer,A_J,7739,TN,10158492,100,32,2
breakdancer,A_J,102508,TN,10568417,100,32,2
breakdancer,A_J,5230,TN,10802453,100,32,2
breakdancer,A_J,146486,TN,10808053,100,32,2
breakdancer,A_J,7481,TN,11152203,100,32,2
breakdancer,A_J,57211,TN,11159872,100,32,2
breakdancer,A_J,15407,TN,11577674,100,32,2
breakdancer,A_J,62566,TN,11843517,100,32,2
breakdancer,A_J,219781,TN,12595116,100,32,2
breakdancer,A_J,6655,TN,12815129,100,32,2
breakdancer,A_J,311904,TN,15527513,100,32,2
breakdancer,A_J,88844,TN,18197280,100,32,2
breakdancer,A_J,324548,TN,18292705,100,32,2
breakdancer,A_J,151328,TN,18699566,100,32,2
breakdancer,A_J,91777,TN,19322769,100,32,2
breakdancer,A_J,347311,TN,19416203,100,32,2
breakdancer,A_J,11174,TN,20755380,100,32,2
breakdancer,A_J,1027,TN,21949344,100,32,2
breakdancer,A_J,22732,TN,21953471,100,32,2
breakdancer,A_J,18026,TN,22159247,100,32,2
breakdancer,A_J,70748,TN,22651680,100,32,2
breakdancer,A_J,39252,TN,23753995,100,32,2
breakdancer,A_J,135657,TN,24147590,100,32,2
breakdancer,A_J,3491,TN,24283644,100,32,2
breakdancer,A_J,8735,TN,24287490,100,32,2
breakdancer,A_J,2807,TN,24296928,100,32,2
breakdancer,A_J,8738,TN,24300017,100,32,2
breakdancer,A_J,16534,TN,24308925,100,32,2
breakdancer,A_J,2694,TN,24449263,100,32,2
breakdancer,A_J,18521,TN,24452245,100,32,2
breakdancer,A_J,23012,TN,24470922,100,32,2
breakdancer,A_J,31111,TN,24876880,100,32,2
breakdancer,A_J,51212,TN,25210852,100,32,2
breakdancer,A_J,2369,TN,25262393,100,32,2
breakdancer,A_J,296479,TN,25372213,100,32,2
breakdancer,A_J,73402,TN,26270409,100,32,2
breakdancer,A_J,417635,TN,26713807,100,32,2
breakdancer,A_J,359391,TN,27133477,100,32,2
breakdancer,A_J,205096,TN,27497767,100,32,2
breakdancer,A_J,52006,TN,28156133,100,32,2
breakdancer,A_J,237114,TN,28242430,100,32,2
breakdancer,A_J,167218,TN,32209572,100,32,2
breakdancer,A_J,88220,TN,32788342,100,32,2
breakdancer,A_J,105342,TN,32879443,100,32,2
breakdancer,A_J,155593,TN,34223998,100,32,2
breakdancer,A_J,39102,TN,36763849,100,32,2
breakdancer,A_J,254897,TN,36803144,100,32,2
breakdancer,A_J,7938,TN,37586954,100,32,2
breakdancer,A_J,22181,TN,37595291,100,32,2
breakdancer,A_J,174297,TN,37624486,100,32,2
breakdancer,A_J,1266,TN,38019337,100,32,2
breakdancer,A_J,565,TN,38021221,100,32,2
breakdancer,A_J,7215,TN,38021950,100,32,2
breakdancer,A_J,2541,TN,39143102,100,32,2
breakdancer,A_J,4086,TN,39388319,100,32,2
breakdancer,A_J,13812,TN,39398660,100,32,2
breakdancer,A_J,919,TN,39516782,100,32,2
breakdancer,A_J,12972,TN,39524260,100,32,2
breakdancer,A_J,5263,TN,40096342,100,32,2
breakdancer,A_J,6421,TN,40923241,100,32,2
breakdancer,A_J,16513,TN,41472960,100,32,2
breakdancer,A_J,35506,TN,41489792,100,32,2
breakdancer,A_J,8933,TN,42085132,100,32,2
breakdancer,A_J,3431,TN,42094350,100,32,2
breakdancer,A_J,91023,TN,42350310,100,32,2
breakdancer,A_J,21925,TN,42441544,100,32,2
breakdancer,A_J,155995,TN,42783481,100,32,2
breakdancer,A_J,58626,TN,42939824,100,32,2
breakdancer,A_J,13987,TN,43005059,100,32,2
breakdancer,A_J,26995,TN,43020054,100,32,2
breakdancer,A_J,63470,TN,43081560,100,32,2
breakdancer,A_J,50728,TN,43952013,100,32,2
breakdancer,A_J,13031,TN,44613069,100,32,2
breakdancer,A_J,51313,TN,45759300,100,32,2
breakdancer,A_J,207182,TN,45810858,100,32,2
breakdancer,A_J,169058,TN,46048893,100,32,2
breakdancer,A_J,8763,TN,46218313,100,32,2
breakdancer,A_J,2245,TN,46534438,100,32,2
breakdancer,A_J,38185,TN,46567100,100,32,2
breakdancer,A_J,45844,TN,46605621,100,32,2
breakdancer,A_J,1697,TN,47156559,100,32,2
breakdancer,A_J,4287,TN,47158953,100,32,2
breakdancer,A_J,293873,TN,47196448,100,32,2
breakdancer,A_J,203721,TN,47490600,100,32,2
breakdancer,A_J,254385,TN,47695215,100,32,2
breakdancer,A_J,23428,TN,47950026,100,32,2
breakdancer,A_J,40486,TN,50557877,100,32,2
breakdancer,A_J,25353,TN,50601957,100,32,2
breakdancer,A_J,39602,TN,50756164,100,32,2
breakdancer,A_J,32770,TN,50796155,100,32,2
breakdancer,A_J,15314,TN,50892394,100,32,2
breakdancer,A_J,16167,TN,51092363,100,32,2
breakdancer,A_J,414966,TN,52309657,100,32,2
breakdancer,A_J,26079,TN,52725794,100,32,2
breakdancer,A_J,14288,TN,52971307,100,32,2
breakdancer,A_J,52506,TN,57774642,100,32,2
breakdancer,A_J,8021,TN,59213903,100,32,2
breakdancer,A_J,97535,TN,59224784,100,32,2
breakdancer,A_J,98885,TN,59322796,100,32,2
breakdancer,A_J,51658,TN,59610511,100,32,2
breakdancer,A_J,46785,TN,59767300,100,32,2
breakdancer,A_J,4836,TN,59820224,100,32,2
breakdancer,A_J,45378,TN,59826681,100,32,2
breakdancer,A_J,9987,TN,59874885,100,32,2
breakdancer,A_J,14691,TN,59983666,100,32,2
breakdancer,A_J,18904,TN,59999847,100,32,2
breakdancer,A_J,31283,TN,60024946,100,32,2
breakdancer,A_J,37984,TN,60309623,100,32,2
breakdancer,A_J,12931,TN,60572947,100,32,2
breakdancer,A_J,13643,TN,60627600,100,32,2
breakdancer,A_J,1454,TN,60642338,100,32,2
breakdancer,A_J,911,TN,61025771,100,32,2
breakdancer,A_J,20403,TN,61114798,100,32,2
breakdancer,A_J,247582,TN,61192389,100,32,2
breakdancer,A_J,4086,TN,39388319,10,32,10
breakdancer,A_J,58626,TN,42939824,10,32,10
breakdancer,A_J,78997,TN,43634126,10,32,10
breakdancer,A_J,86805,TN,43865020,10,32,10
breakdancer,A_J,2245,TN,46534438,10,32,10
breakdancer,A_J,98885,TN,59322796,10,32,10
breakdancer,A_J,13308,TN,60056825,10,32,10
breakdancer,A_J,1430,TN,60642338,10,32,10
breakdancer,A_J,4086,TN,39388319,10,32,2
breakdancer,A_J,58626,TN,42939824,10,32,2
breakdancer,A_J,2245,TN,46534438,10,32,2
breakdancer,A_J,98885,TN,59322796,10,32,2
breakdancer,A_J,47719,TN,10110572,10,32,7
breakdancer,A_J,58626,TN,42939824,10,32,7
breakdancer,A_J,112764,TN,43239890,10,32,7
breakdancer,A_J,177299,TN,50908613,10,32,7
breakdancer,A_J,98883,TN,59322798,10,32,7
breakdancer,A_J,18017,TN,22159246,10,32,8
breakdancer,A_J,58626,TN,42939824,10,32,8
breakdancer,A_J,112764,TN,43239890,10,32,8
breakdancer,A_J,86805,TN,43865020,10,32,8
breakdancer,A_J,98883,TN,59322798,10,32,8
breakdancer,A_J,58620,TN,42939824,10,32,9
breakdancer,A_J,112764,TN,43239890,10,32,9
breakdancer,A_J,98885,TN,59322796,10,32,9
breakdancer,A_J,66552,TN,8890408,10000,4,10
breakdancer,A_J,23524,TN,9454769,10000,4,10
breakdancer,A_J,146349,TN,10808189,10000,4,10
breakdancer,A_J,64844,TN,11152203,10000,4,10
breakdancer,A_J,352777,TN,11223957,10000,4,10
breakdancer,A_J,15166,TN,11577674,10000,4,10
breakdancer,A_J,32024,TN,11906489,10000,4,10
breakdancer,A_J,226662,TN,12595117,10000,4,10
breakdancer,A_J,311829,TN,15527582,10000,4,10
breakdancer,A_J,59467,TN,15846589,10000,4,10
breakdancer,A_J,2522,TN,15906929,10000,4,10
breakdancer,A_J,81254,TN,18617520,10000,4,10
breakdancer,A_J,151274,TN,18699570,10000,4,10
breakdancer,A_J,77848,TN,19985551,10000,4,10
breakdancer,A_J,76092,TN,20063755,10000,4,10
breakdancer,A_J,11150,TN,20755380,10000,4,10
breakdancer,A_J,16837,TN,21515666,10000,4,10
breakdancer,A_J,346962,TN,21534463,10000,4,10
breakdancer,A_J,22671,TN,21953471,10000,4,10
breakdancer,A_J,17965,TN,22159247,10000,4,10
breakdancer,A_J,70711,TN,22651681,10000,4,10
breakdancer,A_J,21249,TN,24449263,10000,4,10
breakdancer,A_J,177029,TN,25033604,10000,4,10
breakdancer,A_J,50801,TN,25211034,10000,4,10
breakdancer,A_J,108469,TN,25262415,10000,4,10
breakdancer,A_J,296446,TN,25372213,10000,4,10
breakdancer,A_J,204991,TN,27497872,10000,4,10
breakdancer,A_J,391281,TN,27758164,10000,4,10
breakdancer,A_J,51878,TN,28156210,10000,4,10
breakdancer,A_J,31510,TN,28210267,10000,4,10
breakdancer,A_J,237077,TN,28242467,10000,4,10
breakdancer,A_J,105157,TN,32879478,10000,4,10
breakdancer,A_J,-425,TN,37595291,10000,4,10
breakdancer,A_J,21964,TN,37595471,10000,4,10
breakdancer,A_J,174178,TN,37624487,10000,4,10
breakdancer,A_J,44572,TN,37799297,10000,4,10
breakdancer,A_J,176131,TN,37844451,10000,4,10
breakdancer,A_J,25375,TN,38988658,10000,4,10
breakdancer,A_J,305089,TN,40624607,10000,4,10
breakdancer,A_J,119198,TN,40930235,10000,4,10
breakdancer,A_J,90898,TN,42350312,10000,4,10
breakdancer,A_J,21785,TN,42441576,10000,4,10
breakdancer,A_J,91214,TN,42463784,10000,4,10
breakdancer,A_J,-3566,TN,42558884,10000,4,10
breakdancer,A_J,155754,TN,42783522,10000,4,10
breakdancer,A_J,58425,TN,42939824,10000,4,10
breakdancer,A_J,46873,TN,44171661,10000,4,10
breakdancer,A_J,1636,TN,47156564,10000,4,10
breakdancer,A_J,4211,TN,47158983,10000,4,10
breakdancer,A_J,30066,TN,47164519,10000,4,10
breakdancer,A_J,254341,TN,47695215,10000,4,10
breakdancer,A_J,40316,TN,50557910,10000,4,10
breakdancer,A_J,25245,TN,50601957,10000,4,10
breakdancer,A_J,32501,TN,50796357,10000,4,10
breakdancer,A_J,15277,TN,50892394,10000,4,10
breakdancer,A_J,8012,TN,59213903,10000,4,10
breakdancer,A_J,97418,TN,59224794,10000,4,10
breakdancer,A_J,46565,TN,59767454,10000,4,10
breakdancer,A_J,51639,TN,59820224,10000,4,10
breakdancer,A_J,18484,TN,59999981,10000,4,10
breakdancer,A_J,1424,TN,60642339,10000,4,10
breakdancer,A_J,6813,TN,60650249,10000,4,10
breakdancer,A_J,29092,TN,5406823,10000,4,1
breakdancer,A_J,18768,TN,9483347,10000,4,1
breakdancer,A_J,64880,TN,11152203,10000,4,1
breakdancer,A_J,352500,TN,11224215,10000,4,1
breakdancer,A_J,15362,TN,11577674,10000,4,1
breakdancer,A_J,10328,TN,12582968,10000,4,1
breakdancer,A_J,311526,TN,15527657,10000,4,1
breakdancer,A_J,59547,TN,15846589,10000,4,1
breakdancer,A_J,-792,TN,15906928,10000,4,1
breakdancer,A_J,-2207,TN,15909301,10000,4,1
breakdancer,A_J,151194,TN,18699572,10000,4,1
breakdancer,A_J,77762,TN,19985551,10000,4,1
breakdancer,A_J,76079,TN,20063772,10000,4,1
breakdancer,A_J,11108,TN,20755427,10000,4,1
breakdancer,A_J,70727,TN,22651681,10000,4,1
breakdancer,A_J,39252,TN,23753995,10000,4,1
breakdancer,A_J,3462,TN,24283644,10000,4,1
breakdancer,A_J,8718,TN,24287492,10000,4,1
breakdancer,A_J,11730,TN,24296961,10000,4,1
breakdancer,A_J,359300,TN,27133526,10000,4,1
breakdancer,A_J,204893,TN,27497841,10000,4,1
breakdancer,A_J,391264,TN,27758185,10000,4,1
breakdancer,A_J,51931,TN,28156197,10000,4,1
breakdancer,A_J,31703,TN,28210209,10000,4,1
breakdancer,A_J,237030,TN,28242488,10000,4,1
breakdancer,A_J,155574,TN,34223998,10000,4,1
breakdancer,A_J,93641,TN,34982416,10000,4,1
breakdancer,A_J,39035,TN,36763914,10000,4,1
breakdancer,A_J,22182,TN,37595291,10000,4,1
breakdancer,A_J,174014,TN,37624711,10000,4,1
breakdancer,A_J,44575,TN,37799293,10000,4,1
breakdancer,A_J,176155,TN,37844451,10000,4,1
breakdancer,A_J,7944,TN,38021221,10000,4,1
breakdancer,A_J,134842,TN,38080309,10000,4,1
breakdancer,A_J,159433,TN,38215519,10000,4,1
breakdancer,A_J,21767,TN,39398674,10000,4,1
breakdancer,A_J,20415,TN,39516782,10000,4,1
breakdancer,A_J,59973,TN,40561820,10000,4,1
breakdancer,A_J,90929,TN,42350337,10000,4,1
breakdancer,A_J,155943,TN,42783482,10000,4,1
breakdancer,A_J,58608,TN,42939842,10000,4,1
breakdancer,A_J,13945,TN,43005060,10000,4,1
breakdancer,A_J,46833,TN,44171661,10000,4,1
breakdancer,A_J,169021,TN,46048930,10000,4,1
breakdancer,A_J,33453,TN,46719118,10000,4,1
breakdancer,A_J,4168,TN,47158956,10000,4,1
breakdancer,A_J,30105,TN,47164482,10000,4,1
breakdancer,A_J,254032,TN,47695215,10000,4,1
breakdancer,A_J,23423,TN,47950026,10000,4,1
breakdancer,A_J,82595,TN,48433976,10000,4,1
breakdancer,A_J,25330,TN,50601957,10000,4,1
breakdancer,A_J,25220,TN,50866085,10000,4,1
breakdancer,A_J,15151,TN,50892449,10000,4,1
breakdancer,A_J,177267,TN,50908622,10000,4,1
breakdancer,A_J,414965,TN,52309657,10000,4,1
breakdancer,A_J,14261,TN,52971326,10000,4,1
breakdancer,A_J,7985,TN,59213903,10000,4,1
breakdancer,A_J,97513,TN,59224796,10000,4,1
breakdancer,A_J,51688,TN,59610511,10000,4,1
breakdancer,A_J,51553,TN,59820406,10000,4,1
breakdancer,A_J,18753,TN,59999878,10000,4,1
breakdancer,A_J,31070,TN,60024971,10000,4,1
breakdancer,A_J,37492,TN,60309928,10000,4,1
breakdancer,A_J,1262,TN,60642338,10000,4,1
breakdancer,A_J,316768,TN,61184056,10000,4,1
breakdancer,A_J,29055,TN,5406823,10000,4,2
breakdancer,A_J,23309,TN,9454810,10000,4,2
breakdancer,A_J,47243,TN,10110825,10000,4,2
breakdancer,A_J,7692,TN,10158525,10000,4,2
breakdancer,A_J,7308,TN,11152214,10000,4,2
breakdancer,A_J,57098,TN,11159887,10000,4,2
breakdancer,A_J,352840,TN,11223957,10000,4,2
breakdancer,A_J,15379,TN,11577680,10000,4,2
breakdancer,A_J,226650,TN,12595116,10000,4,2
breakdancer,A_J,311876,TN,15527515,10000,4,2
breakdancer,A_J,59585,TN,15846589,10000,4,2
breakdancer,A_J,151207,TN,18699570,10000,4,2
breakdancer,A_J,16714,TN,21515854,10000,4,2
breakdancer,A_J,17856,TN,22159247,10000,4,2
breakdancer,A_J,8511,TN,24287558,10000,4,2
breakdancer,A_J,11477,TN,24296964,10000,4,2
breakdancer,A_J,177036,TN,25033597,10000,4,2
breakdancer,A_J,50854,TN,25211084,10000,4,2
breakdancer,A_J,204929,TN,27497804,10000,4,2
breakdancer,A_J,391350,TN,27758164,10000,4,2
breakdancer,A_J,51963,TN,28156133,10000,4,2
breakdancer,A_J,-2113,TN,28210209,10000,4,2
breakdancer,A_J,31421,TN,28210429,10000,4,2
breakdancer,A_J,237087,TN,28242430,10000,4,2
breakdancer,A_J,105182,TN,32879443,10000,4,2
breakdancer,A_J,22158,TN,37595315,10000,4,2
breakdancer,A_J,174179,TN,37624486,10000,4,2
breakdancer,A_J,44605,TN,37799298,10000,4,2
breakdancer,A_J,176123,TN,37844451,10000,4,2
breakdancer,A_J,2302,TN,39143312,10000,4,2
breakdancer,A_J,20415,TN,39516814,10000,4,2
breakdancer,A_J,298450,TN,40624616,10000,4,2
breakdancer,A_J,91330,TN,42463709,10000,4,2
breakdancer,A_J,-3614,TN,42558884,10000,4,2
breakdancer,A_J,155915,TN,42783481,10000,4,2
breakdancer,A_J,58481,TN,42939916,10000,4,2
breakdancer,A_J,13978,TN,43005060,10000,4,2
breakdancer,A_J,46714,TN,44171794,10000,4,2
breakdancer,A_J,4175,TN,47158953,10000,4,2
breakdancer,A_J,30053,TN,47164501,10000,4,2
breakdancer,A_J,254367,TN,47695215,10000,4,2
breakdancer,A_J,40423,TN,50557878,10000,4,2
breakdancer,A_J,25353,TN,50601957,10000,4,2
breakdancer,A_J,25240,TN,50865988,10000,4,2
breakdancer,A_J,15314,TN,50892394,10000,4,2
breakdancer,A_J,177275,TN,50908617,10000,4,2
breakdancer,A_J,16187,TN,51092363,10000,4,2
breakdancer,A_J,1188064,TN,51115153,10000,4,2
breakdancer,A_J,414787,TN,52309760,10000,4,2
breakdancer,A_J,25954,TN,52725794,10000,4,2
breakdancer,A_J,86922,TN,52752148,10000,4,2
breakdancer,A_J,14244,TN,52971322,10000,4,2
breakdancer,A_J,8014,TN,59213903,10000,4,2
breakdancer,A_J,51541,TN,59610511,10000,4,2
breakdancer,A_J,46682,TN,59767396,10000,4,2
breakdancer,A_J,51816,TN,59820224,10000,4,2
breakdancer,A_J,18817,TN,59999901,10000,4,2
breakdancer,A_J,31040,TN,60024983,10000,4,2
breakdancer,A_J,37966,TN,60309623,10000,4,2
breakdancer,A_J,1423,TN,60642338,10000,4,2
breakdancer,A_J,3226,TN,60650224,10000,4,2
breakdancer,A_J,87246,TN,61026980,10000,4,2
breakdancer,A_J,-431,TN,5406823,10000,4,3
breakdancer,A_J,23483,TN,9454811,10000,4,3
breakdancer,A_J,18755,TN,9483351,10000,4,3
breakdancer,A_J,-259,TN,10110570,10000,4,3
breakdancer,A_J,55626,TN,10110570,10000,4,3
breakdancer,A_J,146441,TN,10808071,10000,4,3
breakdancer,A_J,15194,TN,11577807,10000,4,3
breakdancer,A_J,219485,TN,12595117,10000,4,3
breakdancer,A_J,6608,TN,12815129,10000,4,3
breakdancer,A_J,311862,TN,15527529,10000,4,3
breakdancer,A_J,59411,TN,15846589,10000,4,3
breakdancer,A_J,8057,TN,15906953,10000,4,3
breakdancer,A_J,81292,TN,18617520,10000,4,3
breakdancer,A_J,151301,TN,18699570,10000,4,3
breakdancer,A_J,77687,TN,19985551,10000,4,3
breakdancer,A_J,76059,TN,20063757,10000,4,3
breakdancer,A_J,11013,TN,20755410,10000,4,3
breakdancer,A_J,16767,TN,21515742,10000,4,3
breakdancer,A_J,17819,TN,22159278,10000,4,3
breakdancer,A_J,75161,TN,22178625,10000,4,3
breakdancer,A_J,70746,TN,22651681,10000,4,3
breakdancer,A_J,135638,TN,24147590,10000,4,3
breakdancer,A_J,12581,TN,24283644,10000,4,3
breakdancer,A_J,11812,TN,24296943,10000,4,3
breakdancer,A_J,157979,TN,25670089,10000,4,3
breakdancer,A_J,359277,TN,27133526,10000,4,3
breakdancer,A_J,204929,TN,27497837,10000,4,3
breakdancer,A_J,51994,TN,28156145,10000,4,3
breakdancer,A_J,31646,TN,28210209,10000,4,3
breakdancer,A_J,237095,TN,28242449,10000,4,3
breakdancer,A_J,292854,TN,36469717,10000,4,3
breakdancer,A_J,22164,TN,37595291,10000,4,3
breakdancer,A_J,174154,TN,37624486,10000,4,3
breakdancer,A_J,44423,TN,37799306,10000,4,3
breakdancer,A_J,176103,TN,37844451,10000,4,3
breakdancer,A_J,140441,TN,38080309,10000,4,3
breakdancer,A_J,153868,TN,38221143,10000,4,3
breakdancer,A_J,12870,TN,39524327,10000,4,3
breakdancer,A_J,61820,TN,39537900,10000,4,3
breakdancer,A_J,270537,TN,40237918,10000,4,3
breakdancer,A_J,91023,TN,42350310,10000,4,3
breakdancer,A_J,155920,TN,42783503,10000,4,3
breakdancer,A_J,58343,TN,42940051,10000,4,3
breakdancer,A_J,46645,TN,44171862,10000,4,3
breakdancer,A_J,-7062,TN,45706228,10000,4,3
breakdancer,A_J,33452,TN,46719123,10000,4,3
breakdancer,A_J,254348,TN,47695215,10000,4,3
breakdancer,A_J,23288,TN,47950166,10000,4,3
breakdancer,A_J,82382,TN,48434179,10000,4,3
breakdancer,A_J,40480,TN,50557878,10000,4,3
breakdancer,A_J,33446,TN,50602131,10000,4,3
breakdancer,A_J,39484,TN,50756164,10000,4,3
breakdancer,A_J,32757,TN,50796179,10000,4,3
breakdancer,A_J,25070,TN,50865988,10000,4,3
breakdancer,A_J,15267,TN,50892431,10000,4,3
breakdancer,A_J,177214,TN,50908666,10000,4,3
breakdancer,A_J,16120,TN,51092420,10000,4,3
breakdancer,A_J,1188064,TN,51115153,10000,4,3
breakdancer,A_J,414853,TN,52309683,10000,4,3
breakdancer,A_J,25953,TN,52725795,10000,4,3
breakdancer,A_J,86848,TN,52752108,10000,4,3
breakdancer,A_J,14266,TN,52971307,10000,4,3
breakdancer,A_J,51644,TN,59610511,10000,4,3
breakdancer,A_J,46716,TN,59767300,10000,4,3
breakdancer,A_J,4742,TN,59820224,10000,4,3
breakdancer,A_J,18598,TN,60000094,10000,4,3
breakdancer,A_J,31077,TN,60024946,10000,4,3
breakdancer,A_J,37906,TN,60309623,10000,4,3
breakdancer,A_J,1329,TN,60642339,10000,4,3
breakdancer,A_J,6554,TN,60650224,10000,4,3
breakdancer,A_J,18676,TN,9483400,10000,4,4
breakdancer,A_J,-318,TN,10110655,10000,4,4
breakdancer,A_J,5060,TN,10802453,10000,4,4
breakdancer,A_J,15285,TN,11577674,10000,4,4
breakdancer,A_J,10184,TN,12582972,10000,4,4
breakdancer,A_J,226622,TN,12595155,10000,4,4
breakdancer,A_J,311610,TN,15527513,10000,4,4
breakdancer,A_J,59495,TN,15846589,10000,4,4
breakdancer,A_J,2510,TN,15906928,10000,4,4
breakdancer,A_J,151255,TN,18699570,10000,4,4
breakdancer,A_J,11150,TN,20755380,10000,4,4
breakdancer,A_J,680,TN,21949500,10000,4,4
breakdancer,A_J,22659,TN,21953471,10000,4,4
breakdancer,A_J,70618,TN,22651680,10000,4,4
breakdancer,A_J,2380,TN,25262393,10000,4,4
breakdancer,A_J,359114,TN,27133752,10000,4,4
breakdancer,A_J,204932,TN,27497767,10000,4,4
breakdancer,A_J,31691,TN,28210209,10000,4,4
breakdancer,A_J,237057,TN,28242436,10000,4,4
breakdancer,A_J,155380,TN,34224067,10000,4,4
breakdancer,A_J,12255,TN,35079812,10000,4,4
breakdancer,A_J,175784,TN,37844488,10000,4,4
breakdancer,A_J,-672,TN,38021221,10000,4,4
breakdancer,A_J,679,TN,39516782,10000,4,4
breakdancer,A_J,12937,TN,39524260,10000,4,4
breakdancer,A_J,304883,TN,40624820,10000,4,4
breakdancer,A_J,119410,TN,40930155,10000,4,4
breakdancer,A_J,4436,TN,42109952,10000,4,4
breakdancer,A_J,91521,TN,42463749,10000,4,4
breakdancer,A_J,46683,TN,44171825,10000,4,4
breakdancer,A_J,45810,TN,46605655,10000,4,4
breakdancer,A_J,33553,TN,46719118,10000,4,4
breakdancer,A_J,254218,TN,47695215,10000,4,4
breakdancer,A_J,23428,TN,47950026,10000,4,4
breakdancer,A_J,50998,TN,48054609,10000,4,4
breakdancer,A_J,40314,TN,50557910,10000,4,4
breakdancer,A_J,25328,TN,50601957,10000,4,4
breakdancer,A_J,177273,TN,50908612,10000,4,4
breakdancer,A_J,16158,TN,51092363,10000,4,4
breakdancer,A_J,1188065,TN,51115153,10000,4,4
breakdancer,A_J,414873,TN,52309725,10000,4,4
breakdancer,A_J,14270,TN,52971307,10000,4,4
breakdancer,A_J,97482,TN,59224836,10000,4,4
breakdancer,A_J,71578,TN,59531547,10000,4,4
breakdancer,A_J,51688,TN,59610511,10000,4,4
breakdancer,A_J,46659,TN,59767418,10000,4,4
breakdancer,A_J,51703,TN,59820224,10000,4,4
breakdancer,A_J,18873,TN,59999847,10000,4,4
breakdancer,A_J,31201,TN,60024946,10000,4,4
breakdancer,A_J,37770,TN,60309801,10000,4,4
breakdancer,A_J,38433,TN,60534136,10000,4,4
breakdancer,A_J,14564,TN,60642484,10000,4,4
breakdancer,A_J,-578,TN,61114798,10000,4,4
breakdancer,A_J,29146,TN,5406823,10000,4,5
breakdancer,A_J,2832306,TN,6056938,10000,4,5
breakdancer,A_J,23538,TN,9454769,10000,4,5
breakdancer,A_J,18753,TN,9483347,10000,4,5
breakdancer,A_J,55599,TN,10110618,10000,4,5
breakdancer,A_J,102405,TN,10568445,10000,4,5
breakdancer,A_J,136386,TN,10671252,10000,4,5
